Frase,Categoria_Atribuida,Score_Similaridade
Enjoy examining myself and my life.,Emotional_Stability-,0.43170200
Enjoy having control over someone.,Emotional_Stability-,0.40185400
Enjoy hurting someone physically.,Emotional_Stability-,0.3401050
Enjoy injuring myself.,Emotional_Stability-,0.36436500
Enjoy manipulating other people's feelings.,Emotional_Stability-,0.45558100
Enjoy the feel of self-inflicted pain.,Emotional_Stability-,0.46350700
Enjoy the feeling of scalding myself with hot water.,Emotional_Stability-,0.2870760
Enjoy the thrill that comes with fearful situations.,Emotional_Stability-,0.5107730
Enjoy torturing people.,Emotional_Stability-,0.28432800
Exaggerate things.,Emotional_Stability-,0.45188000
Expect the worst to happen.,Emotional_Stability-,0.37661700
Experience a lot of physical pain.,Emotional_Stability-,0.35791700
Experience deep emotions when I see beautiful things.,Emotional_Stability-,0.43710100
Experience longer periods of sadness or depression than other people seem to.,Emotional_Stability-,0.36702800
Experience moods that bounce around like a pinball machine.,Emotional_Stability-,0.46590400
Experience my emotions intensely.,Emotional_Stability-,0.4622020
Experience pangs ofhunger that causeme to devour everything insight.,Emotional_Stability-,0.45278000
Experience panic spells.,Emotional_Stability-,0.5333410
Experience very few emotional highs and lows.,Emotional_Stability-,0.4096920
Express childlike joy.,Emotional_Stability-,0.38210800
Express my affection physically.,Emotional_Stability-,0.3964490
Face problems directly.,Emotional_Stability-,0.3401270
Fear dying from a lingering or painful illness.,Emotional_Stability-,0.50308800
Fear for the worst.,Emotional_Stability-,0.538422
Fear nothing.,Emotional_Stability-,0.4593570
Fear that others will hate me.,Emotional_Stability-,0.42306100
Feel a sense of not being real.,Emotional_Stability-,0.4960790
Feel a sense of worthlessness or hopelessness.,Emotional_Stability-,0.5170170
Feel a special sense of destiny or prophecy.,Emotional_Stability-,0.45003600
Feel a strong need to hold on to my possessions.,Emotional_Stability-,0.4424010
Feel a strong sense of oneness with everything around me.,Emotional_Stability-,0.3817210
Feel attacked by others.,Emotional_Stability-,0.53029700
Feel badly if my words or actions cause someone else to feel emotional pain.,Emotional_Stability-,0.46743800
Feel completely overwhelmed when things don't go as planned.,Emotional_Stability-,0.40936800
Feel controlled by powerful people.,Emotional_Stability-,0.43748000
Feel crushed by setbacks.,Emotional_Stability-,0.45986100
Feel desperate.,Emotional_Stability-,0.59926900
Feel emotionally damaged.,Emotional_Stability-,0.570655
Feel emotions with extreme intensity.,Emotional_Stability-,0.5101440
Feel excited or happy for no apparent reason.,Emotional_Stability-,0.5359170
Feel excited when I think about the future.,Emotional_Stability-,0.4083370
Feel good when others notice how I have hurt myself.,Emotional_Stability-,0.44425
"Feel guilty as if I had committed a crime, although I did not really commit one.",Emotional_Stability-,0.34798000
Feel guilty much of the time.,Emotional_Stability-,0.48717600
Feel guilty when I believe that I have hurt someone's feelings.,Emotional_Stability-,0.45614300
"Feel guilty when I say ""no.""",Emotional_Stability-,0.43212100
Feel guilty when I see a policeman.,Emotional_Stability-,0.39703400
Feel I get so engrossed in fantasies that I lose track of reality.,Emotional_Stability-,0.36781800
Feel I have no control over my thoughts.,Emotional_Stability-,0.4402860
Feel like a failure when someone else succeeds.,Emotional_Stability-,0.42697100
Feel like a young person.,Emotional_Stability-,0.49231000
Feel like an imposter.,Emotional_Stability-,0.50384300
"Feel like I am ""falling apart"".",Emotional_Stability-,0.40868000
Feel like I have no control over what comes out of my mouth.,Emotional_Stability-,0.34508500
Feel like I wouldn't know what to do if I developed a serious illness.,Emotional_Stability-,0.35469000
Feel like people often are out to get something from me.,Emotional_Stability-,0.35872000
Feel little concern for others.,Emotional_Stability-,0.480891
"Feel my thoughts and emotions are often ""all over the place.""",Emotional_Stability-,0.5246800
Feel older than my age.,Emotional_Stability-,0.4090130
Feel others' emotions.,Emotional_Stability-,0.56926400
Feel paralyzed for awhile.,Emotional_Stability-,0.4537800
Feel relieved after inflicting pain on myself.,Emotional_Stability-,0.4344710
Feel restless a lot of the time.,Emotional_Stability-,0.4739790
Feel short-changed in life.,Emotional_Stability-,0.5005030
Feel smothered when others show deep concern towards me.,Emotional_Stability-,0.5886330
Feel sometimes that I all-of-a-sudden am in a strange place.,Emotional_Stability-,0.43310600
Feel that a deadly disease is always around the corner.,Emotional_Stability-,0.41624200
Feel that burning myself makes me feel better.,Emotional_Stability-,0.34818200
Feel that cutting myself helps me feel better.,Emotional_Stability-,0.2786010
Feel that having close friends is not especially important to me.,Emotional_Stability-,0.31408500
Feel that I am too fat.,Emotional_Stability-,0.24229100
Feel that I am too short.,Emotional_Stability-,0.31649700
Feel that I am too skinny.,Emotional_Stability-,0.26254500
Feel that I am too small.,Emotional_Stability-,0.35588700
Feel that I am too tall.,Emotional_Stability-,0.326793
Feel that I have done something wrong.,Emotional_Stability-,0.4407840
Feel that I know what people should be like.,Emotional_Stability-,0.30768200
Feel that I shouldn't have to wait for anything.,Emotional_Stability-,0.26732100
"Feel that I'm living in a dream, or see my life before me as if it were a movie.",Emotional_Stability-,0.30329500
Feel that I'm someone special.,Emotional_Stability-,0.4551440
Feel that I'm unable to deal with things.,Emotional_Stability-,0.43571700
Feel that many things are outside my control.,Emotional_Stability-,0.4618210
Feel that my anxiety overwhelms me.,Emotional_Stability-,0.5892410
Feel that my body is too large.,Emotional_Stability-,0.3045720
Feel that my life would be better if I owned certain things I don't have,Emotional_Stability-,0.28955300
Feel that my worry and anxiety is out of control.,Emotional_Stability-,0.5430570
Feel that nothing seems to make me feel good.,Emotional_Stability-,0.33696600
Feel that other people are often to blame for my problems.,Emotional_Stability-,0.38146500
Feel that other people are out to get me.,Emotional_Stability-,0.4110000
Feel that others are beneath me.,Emotional_Stability-,0.47947800
Feel that others are out to get me.,Emotional_Stability-,0.4343440
Feel that pain actually makes me feel better.,Emotional_Stability-,0.33437200
Feel that people and things around me are not real.,Emotional_Stability-,0.40596700
Feel that people are too dependent on me.,Emotional_Stability-,0.41054200
Feel that people or things change in their appearance when they really do not.,Emotional_Stability-,0.39276600
Feel that the pace of life is too fast.,Emotional_Stability-,0.370625
"Feel that the slightest problems are the ""end of the world.""",Emotional_Stability-,0.38136600
Feel that the things I own aren't all that important to me.,Emotional_Stability-,0.30696500
Feel that there are good and bad numbers.,Emotional_Stability-,0.37533400
Feel that too much modesty gets a person in trouble.,Emotional_Stability-,0.5097170
Feel that yelling helps me feel better.,Emotional_Stability-,0.38950500
Feel threatened easily.,Emotional_Stability-,0.59577500
Feel unbearable guilt much the time.,Emotional_Stability-,0.49086000
Feel uncomfortable when told that I am important.,Emotional_Stability-,0.53721300
Feel uneasy and concerned whenever I see a distressed look on a child's face.,Emotional_Stability-,0.5594560
Feel used by other people.,Emotional_Stability-,0.531746
Feel weak.,Emotional_Stability-,0.49747800
Felt close to my parents when I was a child.,Emotional_Stability-,0.30817400
Felt depressed.,Emotional_Stability-,0.5177710
Felt fearful.,Emotional_Stability-,0.626351
Felt like I was dreaming when I was awake.,Emotional_Stability-,0.28509100
Felt sad.,Emotional_Stability-,0.47459200
Felt that I could not move my hands or feet.,Emotional_Stability-,0.22091600
"Felt that I could not shake off the blues, even with help from my family or friends.",Emotional_Stability-,0.3718250
Find examination of my feelings useful in solving personal problems.,Emotional_Stability-,0.4911150
Find it bothersome that I can't afford to buy all the things I like.,Emotional_Stability-,0.28855500
Find it difficult showing people that I care about them.,Emotional_Stability-,0.48846100
Find it difficult showing people that I'm angry with them.,Emotional_Stability-,0.47480700
Find it difficult to control my own thoughts.,Emotional_Stability-,0.5609450
Find it difficult to entertain myself.,Emotional_Stability-,0.51002100
Find it difficult to get down to work.,Emotional_Stability-,0.40323300
Find it difficult to sit still for long periods of time.,Emotional_Stability-,0.44860100
Find it difficult to touch an object that has been touched by others.,Emotional_Stability-,0.50241800
Find it easy to manipulate others.,Emotional_Stability-,0.3360600
Find it hard to describe how I feel about people.,Emotional_Stability-,0.46261500
Find it hard to know what people are really feeling.,Emotional_Stability-,0.47184000
Find it hard to stay in a bad mood if the people around me are happy.,Emotional_Stability-,0.46846600
Find it hard to tell others' thoughts by their looks.,Emotional_Stability-,0.47089400
Find it very annoying to have to wait a few minutes for a phone connection.,Emotional_Stability-,0.3132170
Find life difficult.,Emotional_Stability-,0.45489000
"Find myself in the same kinds of trouble, time after time.",Emotional_Stability-,0.42877300
Find myself picking up the mood of others.,Emotional_Stability-,0.5242520
Find some pleasure in hurting myself physically.,Emotional_Stability-,0.4044850
Find that in one situation I act so differently from when I'm inanother situation that I feel almost as if I were two different people.,Emotional_Stability-,0.43580800
Find that it takes a lot to make me feel angry at someone.,Emotional_Stability-,0.43962500
Find that it takes a lot to make me feel frustrated or irritated.,Emotional_Stability-,0.45458700
Find that it's hard for me to have fun.,Emotional_Stability-,0.41328700
Find that my impulses often get me into trouble.,Emotional_Stability-,0.48562000
Find that my thoughts are racing.,Emotional_Stability-,0.5093870
"Find that once I have a new friend, I sometimes try too hard to keep them.",Emotional_Stability-,0.4065570
Find that people tell me their feelings.,Emotional_Stability-,0.46523100
Follow my instincts.,Emotional_Stability-,0.39747300
Forego things that are bad for me in the long run even if they make me feel good in the short run.,Emotional_Stability-,0.38803
Found myself dressed in clothes I didn't remember putting on.,Emotional_Stability-,0.28833600
Found that I became so involved in a fantasy or daydream that it felt like it was really happening to me.,Emotional_Stability-,0.2786800
Found that I heard voices inside my head that told me to do things or commented on things that I was doing.,Emotional_Stability-,0.30758600
Frequently have thoughts about killing myself.,Emotional_Stability-,0.38582000
Get a kick out of really scaring people.,Emotional_Stability-,0.40463700
Get a rushfrom other people lusting after me.,Emotional_Stability-,0.41762900
Get a thrill out of doing things that might kill me.,Emotional_Stability-,0.3950810
Get a thrill out of ripping off others.,Emotional_Stability-,0.37414100
Get angry easily.,Emotional_Stability-,0.43514500
Get angry more easily than most people.,Emotional_Stability-,0.41962200
Get angry when myfriends goesout without me.,Emotional_Stability-,0.4151560
Get as excited about the good fortunes of others as I am about my own.,Emotional_Stability-,0.4948930
Get caught up in my problems.,Emotional_Stability-,0.5264700
Get caught up in the excitement when others are celebrating.,Emotional_Stability-,0.3684390
Get easily agitated.,Emotional_Stability-,0.5510550
Get fed up easily.,Emotional_Stability-,0.43253400
Get furious.,Emotional_Stability-,0.4184890
Get impatient when others talk to me about their problems.,Emotional_Stability-,0.4826670
Get into moods where I feelveryspeeded up and irritable.,Emotional_Stability-,0.5879200
Get irritated easily.,Emotional_Stability-,0.5089800
Get jealous easily.,Emotional_Stability-,0.5174250
Get lost in my dreams.,Emotional_Stability-,0.3379170
Get nauseous when I see or think of spoiled food.,Emotional_Stability-,0.3958560
Get out of control.,Emotional_Stability-,0.47464500
Get overwhelmed by emotions.,Emotional_Stability-,0.6117470
Get physically ill when things aren't going well for me.,Emotional_Stability-,0.4168070
Get pretty sweaty in new situations.,Emotional_Stability-,0.4975880
Get puzzled by my own thoughts and feelings.,Emotional_Stability-,0.56291600
Get restless when I spend too much time at home.,Emotional_Stability-,0.35570200
Get sick more often than my friends.,Emotional_Stability-,0.33463800
Get stressed out easily.,Emotional_Stability-,0.50291700
Get stressed out much more than most people.,Emotional_Stability-,0.4927000
Get suspicious when my spouse or partner says they are working late.,Emotional_Stability-,0.35927600
Get upset by unpleasant thoughts that come into my mind.,Emotional_Stability-,0.60259000
Get upset easily.,Emotional_Stability-,0.4674770
Get upset if I see an animal in pain,Emotional_Stability-,0.4136360
Get upset if I see people suffering on news programs.,Emotional_Stability-,0.43664000
"Get upset if something is stolen from me, even if it has little monetary value.",Emotional_Stability-,0.3531080
Get upset when I can't pursue my current interests.,Emotional_Stability-,0.43003100
Get upset when others don't notice how I look.,Emotional_Stability-,0.46669500
Get upset when others notice how I look.,Emotional_Stability-,0.5256530
Get very anxious or angry when my spouse or romantic partner is meeting someone else.,Emotional_Stability-,0.5457370
Give in to my urges.,Emotional_Stability-,0.44987700
Go into situations expecting nothing but the worst to occur.,Emotional_Stability-,0.430157
Go to bed immediately if I feel that I'm getting sick.,Emotional_Stability-,0.16317300
Gossip about others.,Emotional_Stability-,0.45898500
Got in trouble a lot at school.,Emotional_Stability-,0.29528600
Grow stiff for awhile.,Emotional_Stability-,0.3820130
Had crying spells.,Emotional_Stability-,0.4885220
Had the experience of being accused of lying when I did not think I had lied.,Emotional_Stability-,0.27337400
"Had the experience of feeling as though I was standing next to myself, or watching myself as if I was looking at a different person.",Emotional_Stability-,0.43169800
Had the experience of feeling that my body did not belong to me.,Emotional_Stability-,0.34701900
"Had the experience of feeling that other people, objects, and the world around me were not real.",Emotional_Stability-,0.3455970
Had the experience of looking in a mirror and not recognizing myself.,Emotional_Stability-,0.41732500
"Had the experience of not being sure whether things I remember happening really did happen, or whether I just dreamed them.",Emotional_Stability-,0.2438660
Had the experience of remembering a past event so vividly that it felt like I was reliving that event.,Emotional_Stability-,0.31476500
Had thoughts about death.,Emotional_Stability-,0.3993060
Had trouble keeping my mind on what I was doing.,Emotional_Stability-,0.3440380
Hate waiting for anything.,Emotional_Stability-,0.394566
"Have a ""couldn't care less"" attitude.",Emotional_Stability-,0.4355280
Have a dark outlook on the future.,Emotional_Stability-,0.52587400
"Have a dark, depraved, or evil side that I keep to myself.",Emotional_Stability-,0.45872800
Have a hard time cheering myself up.,Emotional_Stability-,0.5431320
Have a hard time keeping my feelings in check.,Emotional_Stability-,0.5490410
Have a high opinion of myself.,Emotional_Stability-,0.43036900
Have a low opinion of myself.,Emotional_Stability-,0.48035500
Have a mouth that gets me into trouble.,Emotional_Stability-,0.4067320
Have a rebellious side that gets me into trouble.,Emotional_Stability-,0.4428820
Have a violent temper.,Emotional_Stability-,0.43399300
Have already gotten more than I deserve.,Emotional_Stability-,0.31593000
Have attacks that resemble an epileptic fit.,Emotional_Stability-,0.40069500
Have attempted to kill myself.,Emotional_Stability-,0.32474300
Have bad things happen to me for no reason.,Emotional_Stability-,0.3761580
Have become extremely jealous in my lifetime.,Emotional_Stability-,0.50415500
Have been accused of being too protective in romantic relationships.,Emotional_Stability-,0.46738200
Have been depressed for much of my life.,Emotional_Stability-,0.37396100
Have been described as a jealous person by others.,Emotional_Stability-,0.5007670
Have been in trouble for mouthing off to my boss.,Emotional_Stability-,0.33808600
Have been known to fly off the handle when distressed.,Emotional_Stability-,0.44498000
Have been told that I am strange or weird.,Emotional_Stability-,0.3677990
Have been told that I have trust issues in relationships.,Emotional_Stability-,0.37234800
Have been told that my behavior often is bizarre.,Emotional_Stability-,0.43193200
"Have been told that my medical problems are ""all in my head.""",Emotional_Stability-,0.32404600
Have broken into someone else's house or car.,Emotional_Stability-,0.27825900
Have broken things when angry.,Emotional_Stability-,0.47372900
Have crying fits.,Emotional_Stability-,0.54598900
Have days when I'm mad at the world.,Emotional_Stability-,0.4876040
"Have deliberately risked my safety because I thought that it was ""the right thing to do.""",Emotional_Stability-,0.32767300
Have difficulty concentrating on the job at hand when I hear good news.,Emotional_Stability-,0.4804490
Have difficulty expressing my feelings.,Emotional_Stability-,0.56569500
Have difficulty feeling happy.,Emotional_Stability-,0.64592900
Have difficulty fitting in.,Emotional_Stability-,0.494695
Have difficulty getting rid of nasty thoughts.,Emotional_Stability-,0.5402750
Have difficulty keeping things in mind.,Emotional_Stability-,0.5321720
Have difficulty showing affection.,Emotional_Stability-,0.53639800
Have done things to deface my body.,Emotional_Stability-,0.33157600
Have eerie feelings.,Emotional_Stability-,0.6228060
Have fantasized about my funeral.,Emotional_Stability-,0.35475700
Have feelings that I can't quite identify.,Emotional_Stability-,0.51711200
Have felt so good during numerous moments in my life that I could not imagine feeling any better.,Emotional_Stability-,0.33666900
Have felt the presence of another person when he or she was not really there.,Emotional_Stability-,0.44856700
Have felt the presence of God / a Higher Power.,Emotional_Stability-,0.33224400
Have found that it takes a lot to make me feel truly happy.,Emotional_Stability-,0.41048000
Have frequent mood swings.,Emotional_Stability-,0.5328840
Have frequent thoughts about death.,Emotional_Stability-,0.4433330
Have frightening dreams.,Emotional_Stability-,0.4189230
Have gathered the means to kill myself.,Emotional_Stability-,0.31146600
Have given myself a scar intentionally.,Emotional_Stability-,0.34301000
Have gotten into more fights than most people.,Emotional_Stability-,0.2762860
Have guilty thoughts that I cannot get out of my mind.,Emotional_Stability-,0.5059370
Have had dreams of committing suicide.,Emotional_Stability-,0.29925700
Have had intense religious experiences.,Emotional_Stability-,0.330303
Have had strong impulses to just end it all.,Emotional_Stability-,0.3783700
Have had the feeling that I might not be human.,Emotional_Stability-,0.39295700
Have had the feeling that I was someone else.,Emotional_Stability-,0.38937900
Have had the feeling that my thoughts were audible.,Emotional_Stability-,0.42900500
Have had the feeling that other people have injected their thoughts into my mind.,Emotional_Stability-,0.4349690
Have had the sensation of being hypnotized.,Emotional_Stability-,0.39226000
"Have had the strange experience in which things seem ""more real"" than usual.",Emotional_Stability-,0.4265530
Have had thoughts of suicide.,Emotional_Stability-,0.3944940
Have hit myself purposely with heavy objects.,Emotional_Stability-,0.31199100
Have intense religious experiences which influence me in a strong manner.,Emotional_Stability-,0.29178200
Have intentionally burned my own skin.,Emotional_Stability-,0.32888300
Have intentionally done myself physical harm.,Emotional_Stability-,0.35384200
Have intentionally given myself alcohol poisoning.,Emotional_Stability-,0.27449800
Have little confidence in my decisions.,Emotional_Stability-,0.48274700
Have lost friends due to my jealousy.,Emotional_Stability-,0.4888060
Have lost relationships due to my jealousy.,Emotional_Stability-,0.47850300
Have lots of symptoms that don't make any sense to me or those around me.,Emotional_Stability-,0.3957830
Have many piercings.,Emotional_Stability-,0.28975500
Have mood swings that are completely out of control.,Emotional_Stability-,0.4070710
Have nerves of steel.,Emotional_Stability-,0.5200350
Have never cared much what others thought of me.,Emotional_Stability-,0.08414600
Have never considered myself a positive or happy person.,Emotional_Stability-,0.28588200
Have never felt real joy.,Emotional_Stability-,0.2858830
Have no interest in long-term romantic relationships.,Emotional_Stability-,0.22109500
Have noticed that friends or family become frustrated with my mood swings.,Emotional_Stability-,0.5088140
Have noticed that lying comes easily to me.,Emotional_Stability-,0.2894630
Have noticed that my emotions get me into trouble when I'm stressed.,Emotional_Stability-,0.5759430
Have noticed that people sometimes try to make me look foolish.,Emotional_Stability-,0.41865900
Have overcome pain and disappointment.,Emotional_Stability-,0.4439020
Have problems with my eyesight.,Emotional_Stability-,0.36872500
Have purposely cut myself to the point of scarring.,Emotional_Stability-,0.2935110
Have second thoughts.,Emotional_Stability-,0.46816400
Have sensed strange smells that others do not sense.,Emotional_Stability-,0.4374230
Have severe mood swings.,Emotional_Stability-,0.49638800
Have sometimes felt incredibly intense pleasure.,Emotional_Stability-,0.45244700
Have sometimes had to tell a lie.,Emotional_Stability-,0.33327600
Have special problems.,Emotional_Stability-,0.56509800
Have spied on a romantic partner because I thought he/she was cheating on me.,Emotional_Stability-,0.32606300
Have started many fist fights in my life.,Emotional_Stability-,0.28074600
Have strong emotional reactions to everyday hassles.,Emotional_Stability-,0.5371960
Have strong reactions to even minor problems in my life.,Emotional_Stability-,0.48465700
Have strong sexual urges.,Emotional_Stability-,0.42873900
Have strong urges sometimes to hurt myself.,Emotional_Stability-,0.4881820
Have taken pills with the intention of making myself sick.,Emotional_Stability-,0.3246350
"Have the feeling of being directed or controlled from outside, like a puppet on a string.",Emotional_Stability-,0.42377400
Have the power to cast spells on others.,Emotional_Stability-,0.33951000
Have thought about writing a suicide note.,Emotional_Stability-,0.36446000
Have thoughts of injuring myself.,Emotional_Stability-,0.46757200
Have thoughts of murdering people.,Emotional_Stability-,0.40539500
Have thoughts of torturing or harming others.,Emotional_Stability-,0.45339800
Have threatened to kill myself.,Emotional_Stability-,0.3317540
Have to be on guard against spells which strangers may cast upon me.,Emotional_Stability-,0.4810730
Have to hurt myself to relieve stress.,Emotional_Stability-,0.43855100
Have too many things to do.,Emotional_Stability-,0.3850480
Have too many thoughts that confuse me and others.,Emotional_Stability-,0.46427600
Have tried to poison myself.,Emotional_Stability-,0.3547060
Have trouble changing my behavior to suit the situation.,Emotional_Stability-,0.48008300
Have trouble coping when something goes wrong.,Emotional_Stability-,0.51442000
Have trouble dealing with even the smallest problems.,Emotional_Stability-,0.45812200
Have trouble getting interested in things.,Emotional_Stability-,0.4102100
"Have trouble relaxing, even with family or friends.",Emotional_Stability-,0.47181000
Have unpredictable emotions and moods.,Emotional_Stability-,0.5827050
Have urges to cut myself.,Emotional_Stability-,0.3908800
Have written a suicide note.,Emotional_Stability-,0.31651600
Immediately feel sad when hearing of an unhappy event.,Emotional_Stability-,0.4532770
Indulge in my fantasies.,Emotional_Stability-,0.49432200
Joke around a lot.,Emotional_Stability-,0.38455300
Judge people by their appearance.,Emotional_Stability-,0.36314100
Keep a lot of anger bottled up inside of me.,Emotional_Stability-,0.4603830
Keep my emotions under control.,Emotional_Stability-,0.51020000
"Keep my feelings to myself, regardless of how unhappy I am.",Emotional_Stability-,0.37924300
Keep my happy feelings to myself.,Emotional_Stability-,0.4698080
Keep peoplewaiting.,Emotional_Stability-,0.3920500
Know someone whom I really care about as a person.,Emotional_Stability-,0.33091800
Know that I'm a special person.,Emotional_Stability-,0.444008
Know that my anger is a problem.,Emotional_Stability-,0.48182100
Know that my friends consider me to be impulsive.,Emotional_Stability-,0.43731400
Know that sometimes my clothes don't match (and I don't care).,Emotional_Stability-,0.34373300
Know that there are people in my life who care as much for me as for themselves.,Emotional_Stability-,0.36790800
Know what makes others tick.,Emotional_Stability-,0.42418400
Lack confidence in what the future holds.,Emotional_Stability-,0.4679730
Laugh and cry at the same time.,Emotional_Stability-,0.466174
Laugh at others.,Emotional_Stability-,0.4149300
Laugh my way through life.,Emotional_Stability-,0.393523
Let myself be influenced by others.,Emotional_Stability-,0.4242310
Let myself be pushed around.,Emotional_Stability-,0.41721400
Let myself be taken over by urges to spend or eat too much.,Emotional_Stability-,0.42495200
Let myself be used.,Emotional_Stability-,0.447278
Let nothing escape my eye.,Emotional_Stability-,0.44263700
Let things get out of hand.,Emotional_Stability-,0.49446700
Let things just happen to me.,Emotional_Stability-,0.36049100
Lie to get myself out of trouble.,Emotional_Stability-,0.35860000
Like being the authoritywhohas everyone's attention.,Emotional_Stability-,0.3482680
Like being the center of attention at a party or a social meeting.,Emotional_Stability-,0.42558600
Like having authority over others.,Emotional_Stability-,0.39134100
Like having secrets.,Emotional_Stability-,0.48103100
Like people to notice me.,Emotional_Stability-,0.40880900
Like the feeling I get when an airplane experiences rough turbulence.,Emotional_Stability-,0.38770900
Like the feeling of being startled or shocked.,Emotional_Stability-,0.5305570
Like to attract attention.,Emotional_Stability-,0.4742550
Like to do frightening things.,Emotional_Stability-,0.42829300
Like to dress up formally.,Emotional_Stability-,0.32512900
Like to exaggerate my troubles.,Emotional_Stability-,0.58917200
Like to gossip.,Emotional_Stability-,0.4180860
Like to look at my body.,Emotional_Stability-,0.33237600
Like to look at myself in the mirror.,Emotional_Stability-,0.38867700
Like to own things that impress people,Emotional_Stability-,0.4031400
Like to show all sides of my emotions to the world.,Emotional_Stability-,0.41211000
Like to stand during the national anthem.,Emotional_Stability-,0.25866100
Like to talk about myself.,Emotional_Stability-,0.41635900
Like to turn heads when I walk into a room.,Emotional_Stability-,0.38064200
Like to watch movies that focus on passion and sex.,Emotional_Stability-,0.20679100
Listen to my feelings when making important decisions.,Emotional_Stability-,0.3918840
Listen to my heart rather than my brain.,Emotional_Stability-,0.37083000
Look at myself through others' eyes.,Emotional_Stability-,0.47390200
Look down on any weakness.,Emotional_Stability-,0.46761600
Look sad even on my best days.,Emotional_Stability-,0.5406750
Lose control over my behavior when I'm emotional.,Emotional_Stability-,0.4834670
Lose my temper.,Emotional_Stability-,0.45656200
Lose sight of what is most important in life.,Emotional_Stability-,0.42052400
Love dangerous situations.,Emotional_Stability-,0.47255200
Love roller coasters.,Emotional_Stability-,0.2585200
Love the feeling of being intimately close with someone.,Emotional_Stability-,0.37055500
Love the feeling of sexually arousing others.,Emotional_Stability-,0.34754600
Love to be the center of attention.,Emotional_Stability-,0.41418600
Love to look my best.,Emotional_Stability-,0.31628000
Make a fool of myself.,Emotional_Stability-,0.43906200
Make people feel uncomfortable.,Emotional_Stability-,0.5910230
Manage to make myself the center of attention.,Emotional_Stability-,0.43113200
Might actually enjoy being caught in an earthquake or tornado.,Emotional_Stability-,0.2896460
Might enjoy zipping through traffic on a motorcycle.,Emotional_Stability-,0.31068900
Might get a kick out of the sights and sounds of warfare.,Emotional_Stability-,0.32729900
Might sometimes seem eccentric.,Emotional_Stability-,0.4912680
Never give up hope.,Emotional_Stability-,0.3650390
Notice my emotions.,Emotional_Stability-,0.688199
Often act in odd or peculiar ways.,Emotional_Stability-,0.49270300
Often am concerned about diseases I might have.,Emotional_Stability-,0.46954100
Often am irritated with others.,Emotional_Stability-,0.49802900
Often become sweaty or flushed when faced with scary situations or people.,Emotional_Stability-,0.5125340
Often can't remember what I did yesterday.,Emotional_Stability-,0.27349800
Often drink too much.,Emotional_Stability-,0.41979800
Often eat too much.,Emotional_Stability-,0.32481000
Often enjoy watching others suffer.,Emotional_Stability-,0.35947800
Often express doubts.,Emotional_Stability-,0.5172610
Often feel blue.,Emotional_Stability-,0.4166620
Often feel like I have some physical ailment.,Emotional_Stability-,0.4197210
"Often feel like I'm being ""ripped off.""",Emotional_Stability-,0.42008100
"Often feel like others are ""up to something.""",Emotional_Stability-,0.47262800
Often feel overwhelmed with rage.,Emotional_Stability-,0.5109170
Often feel uncomfortable around others.,Emotional_Stability-,0.56471800
Often have a racing heart when things scare me.,Emotional_Stability-,0.5312320
Often have the experience of deja vu.,Emotional_Stability-,0.4973580
Often have the feeling that others laugh or talk about me.,Emotional_Stability-,0.36677300
Often make a fuss.,Emotional_Stability-,0.5273870
"Often notice how weather conditions (rain, snow, wind, sunshine) are used to convey the mood of the characters in a movie.",Emotional_Stability-,0.3366700
Often refrain from doing something because of my fear of being embarrassed.,Emotional_Stability-,0.4694930
Often stop to analyze how I'm feeling.,Emotional_Stability-,0.48285000
Often talk about death and dying.,Emotional_Stability-,0.29278700
Often think that I could do more things if it was not for my insecurity or fear.,Emotional_Stability-,0.47514400
Often worry about things that turn out to be unimportant.,Emotional_Stability-,0.46316200
Often worry about things to the extent that my intellectual performance is impaired.,Emotional_Stability-,0.44963500
Overreact to every little thing in life.,Emotional_Stability-,0.48832900
Own a formal dress or tuxedo.,Emotional_Stability-,0.32458700
Panic easily.,Emotional_Stability-,0.4807760
Pay a lot of attention to my feelings.,Emotional_Stability-,0.49876500
Place demands on myself.,Emotional_Stability-,0.5121980
Plan my life based on how I feel.,Emotional_Stability-,0.32601700
"Play ""mind games"" with others to get what I want.",Emotional_Stability-,0.35789800
Prefer fear to boredom.,Emotional_Stability-,0.43851000
Prefer talking to people about their daily activities rather than their feelings.,Emotional_Stability-,0.26797200
Prefer to let my feelings decide what I should do when making important decisions.,Emotional_Stability-,0.32933300
"Prefer to ""live in the moment"" rather than plan things out.",Emotional_Stability-,0.38228700
Pretend to be concerned for others.,Emotional_Stability-,0.61287700
Prevent things from getting out of hand.,Emotional_Stability-,0.5143430
Promise too much.,Emotional_Stability-,0.46305300
Pry into others' personal affairs.,Emotional_Stability-,0.4499970
Pull my hair out on purpose.,Emotional_Stability-,0.34192500
Put people under pressure.,Emotional_Stability-,0.45632900
Quickly notice when something is wrong.,Emotional_Stability-,0.43060900
Rarely analyze my emotions.,Emotional_Stability-,0.41260500
Rarely consider my feelings when making a decision.,Emotional_Stability-,0.25816600
Rarely count on good things happening to me.,Emotional_Stability-,0.40347800
Rarely cry during sad movies.,Emotional_Stability-,0.30391900
Rarely enjoy being with people.,Emotional_Stability-,0.29536400
Rarely feel happy in response to minor events.,Emotional_Stability-,0.44218900
Rarely get caught up in the excitement.,Emotional_Stability-,0.38185000
Rarely think about how I feel.,Emotional_Stability-,0.31725000
React negatively to the minor and major stresses of life.,Emotional_Stability-,0.51529600
